,CD8_T_cell,M0_macrophage,M1_macrophage,M2_macrophage,exhausted_T_cell,naive_T_cell,tumor,Total de agentes
rule1_vs_rule2_HM0.5_0.5_rep5,33.0,1.0,20.0,211.0,542.0,43.0,1177.0,2027.0
rule1_vs_rule2_HM0.5_0.5_rep6,34.0,1.0,23.0,212.0,526.0,61.0,1173.0,2030.0
rule1_vs_rule2_HM0.5_0.5_rep7,36.0,1.0,22.0,250.0,548.0,71.0,1191.0,2119.0
rule1_vs_rule2_HM0.5_0.5_rep8,40.0,1.0,13.0,233.0,461.0,62.0,1310.0,2120.0
rule1_vs_rule2_HM0.5_0.5_rep9,48.0,1.0,24.0,220.0,547.0,61.0,1166.0,2067.0
rule1_vs_rule2_HM0.5_2.0_rep1,38.0,1.0,22.0,221.0,446.0,146.0,1210.0,2084.0
rule1_vs_rule2_HM0.5_2.0_rep10,47.0,1.0,25.0,253.0,430.0,133.0,1277.0,2166.0
rule1_vs_rule2_HM0.5_2.0_rep2,44.0,1.0,20.0,226.0,430.0,140.0,1263.0,2124.0
rule1_vs_rule2_HM0.5_2.0_rep3,56.0,1.0,12.0,235.0,404.0,167.0,1248.0,2123.0
rule1_vs_rule2_HM0.5_2.0_rep4,39.0,1.0,18.0,224.0,442.0,148.0,1261.0,2133.0
rule1_vs_rule3_HM0.2_2.0_rep10,249.0,1.0,16.0,243.0,234.0,325.0,980.0,2048.0
rule1_vs_rule3_HM0.5_0.2_rep5,11.0,2.0,15.0,277.0,343.0,196.0,1468.0,2312.0
rule1_vs_rule3_HM0.5_0.5_rep9,17.0,2.0,18.0,289.0,353.0,211.0,1459.0,2349.0
rule1_vs_rule3_HM0.5_5.0_rep7,3013.0,,,182.0,44.0,12.0,,3251.0
rule1_vs_rule3_HM2.0_0.5_rep10,16.0,2.0,35.0,280.0,548.0,22.0,1344.0,2247.0
rule1_vs_rule3_HM2.0_5.0_rep5,4323.0,,,159.0,51.0,5.0,,4538.0
rule1_vs_rule3_HM5.0_0.2_rep9,10.0,2.0,20.0,290.0,593.0,33.0,1371.0,2319.0
rule1_vs_rule3_HM5.0_2.0_rep7,1078.0,,1.0,176.0,949.0,20.0,18.0,2242.0
rule1_vs_rule4_HM0.2_0.2_rep10,20.0,2.0,12.0,293.0,177.0,295.0,1558.0,2357.0
rule1_vs_rule4_HM0.2_2.0_rep5,24.0,1.0,8.0,257.0,224.0,317.0,1318.0,2149.0
rule1_vs_rule4_HM0.2_5.0_rep9,48.0,1.0,9.0,240.0,228.0,327.0,1348.0,2201.0
rule1_vs_rule4_HM0.5_0.5_rep7,30.0,1.0,15.0,231.0,444.0,126.0,1309.0,2156.0
rule1_vs_rule4_HM0.5_5.0_rep10,46.0,1.0,17.0,239.0,560.0,90.0,1107.0,2060.0
rule1_vs_rule4_HM2.0_0.5_rep5,21.0,1.0,38.0,259.0,560.0,30.0,1296.0,2205.0
rule1_vs_rule4_HM2.0_2.0_rep9,29.0,1.0,21.0,227.0,604.0,38.0,1197.0,2117.0
rule1_vs_rule4_HM5.0_0.2_rep7,17.0,2.0,27.0,285.0,479.0,26.0,1413.0,2249.0
rule1_vs_rule4_HM5.0_2.0_rep10,29.0,1.0,15.0,231.0,588.0,26.0,1176.0,2066.0
rule1_vs_rule5_HM0.2_0.2_rep5,46.0,1.0,11.0,265.0,183.0,318.0,1407.0,2231.0
rule1_vs_rule5_HM0.2_0.5_rep9,24.0,2.0,16.0,268.0,190.0,346.0,1450.0,2296.0
rule1_vs_rule5_HM0.2_5.0_rep7,47.0,1.0,27.0,252.0,261.0,284.0,1373.0,2245.0
rule1_vs_rule5_HM0.5_0.5_rep10,51.0,1.0,16.0,233.0,485.0,126.0,1155.0,2067.0
rule1_vs_rule5_HM0.5_5.0_rep5,46.0,1.0,21.0,223.0,472.0,116.0,1178.0,2057.0
rule1_vs_rule5_HM2.0_0.2_rep9,22.0,1.0,31.0,224.0,589.0,35.0,1172.0,2074.0
rule1_vs_rule5_HM2.0_2.0_rep7,30.0,1.0,35.0,238.0,564.0,27.0,1243.0,2138.0
rule1_vs_rule5_HM5.0_0.2_rep10,36.0,1.0,25.0,245.0,538.0,29.0,1193.0,2067.0
rule1_vs_rule2_HM2.0_0.2_rep1,34.0,1.0,23.0,229.0,573.0,12.0,1189.0,2061.0
rule1_vs_rule2_HM2.0_0.2_rep10,26.0,1.0,22.0,227.0,643.0,6.0,1154.0,2079.0
rule1_vs_rule2_HM2.0_0.2_rep2,33.0,1.0,26.0,244.0,571.0,11.0,1236.0,2122.0
rule1_vs_rule2_HM2.0_0.2_rep3,30.0,1.0,28.0,269.0,589.0,12.0,1273.0,2202.0
rule1_vs_rule2_HM2.0_0.2_rep4,34.0,1.0,27.0,239.0,603.0,9.0,1215.0,2128.0
rule1_vs_rule2_HM2.0_0.2_rep5,26.0,1.0,29.0,236.0,605.0,10.0,1262.0,2169.0
rule1_vs_rule2_HM2.0_0.2_rep6,35.0,1.0,33.0,222.0,618.0,14.0,1182.0,2105.0
rule1_vs_rule2_HM2.0_0.2_rep7,31.0,1.0,16.0,233.0,631.0,14.0,1178.0,2104.0
rule1_vs_rule2_HM2.0_0.2_rep8,31.0,1.0,19.0,251.0,651.0,12.0,1188.0,2153.0
rule1_vs_rule2_HM2.0_0.2_rep9,27.0,1.0,17.0,221.0,661.0,17.0,1129.0,2073.0
rule1_vs_rule2_HM2.0_0.5_rep1,17.0,1.0,22.0,239.0,534.0,11.0,1232.0,2056.0
rule1_vs_rule2_HM2.0_0.5_rep10,19.0,1.0,23.0,234.0,608.0,22.0,1217.0,2124.0
rule1_vs_rule2_HM2.0_0.5_rep2,22.0,1.0,24.0,234.0,544.0,20.0,1243.0,2088.0
rule1_vs_rule2_HM2.0_0.5_rep3,28.0,1.0,33.0,225.0,605.0,15.0,1177.0,2084.0
rule1_vs_rule2_HM2.0_0.5_rep4,22.0,1.0,27.0,221.0,643.0,7.0,1114.0,2035.0
rule1_vs_rule2_HM2.0_0.5_rep5,32.0,2.0,18.0,234.0,581.0,22.0,1224.0,2113.0
rule1_vs_rule2_HM2.0_0.5_rep6,26.0,1.0,18.0,234.0,647.0,18.0,1192.0,2136.0
rule1_vs_rule2_HM2.0_5.0_rep2,26.0,1.0,18.0,237.0,540.0,73.0,1137.0,2032.0
rule1_vs_rule2_HM2.0_5.0_rep3,35.0,1.0,17.0,237.0,534.0,55.0,1135.0,2014.0
rule1_vs_rule2_HM2.0_5.0_rep4,30.0,1.0,19.0,211.0,577.0,45.0,1165.0,2048.0
rule1_vs_rule2_HM2.0_5.0_rep5,34.0,1.0,22.0,235.0,508.0,45.0,1215.0,2060.0
rule1_vs_rule2_HM2.0_5.0_rep6,36.0,1.0,21.0,243.0,529.0,69.0,1190.0,2089.0
rule1_vs_rule2_HM2.0_5.0_rep7,33.0,1.0,11.0,236.0,592.0,62.0,1175.0,2110.0
rule1_vs_rule2_HM2.0_5.0_rep8,37.0,1.0,17.0,232.0,502.0,65.0,1221.0,2075.0
rule1_vs_rule2_HM2.0_5.0_rep9,33.0,1.0,19.0,213.0,545.0,63.0,1177.0,2051.0
rule1_vs_rule2_HM5.0_0.2_rep1,41.0,1.0,26.0,246.0,641.0,7.0,1139.0,2101.0
rule1_vs_rule2_HM5.0_0.2_rep10,26.0,1.0,30.0,246.0,585.0,7.0,1224.0,2119.0
rule1_vs_rule2_HM5.0_0.2_rep2,27.0,1.0,29.0,233.0,626.0,10.0,1229.0,2155.0
rule1_vs_rule2_HM5.0_0.2_rep3,28.0,1.0,27.0,242.0,655.0,3.0,1198.0,2154.0
rule1_vs_rule2_HM5.0_0.2_rep4,22.0,1.0,23.0,257.0,604.0,11.0,1216.0,2134.0
rule1_vs_rule2_HM5.0_0.2_rep5,31.0,1.0,20.0,238.0,556.0,10.0,1248.0,2104.0
rule1_vs_rule2_HM5.0_0.2_rep6,32.0,1.0,18.0,269.0,552.0,9.0,1224.0,2105.0
rule1_vs_rule2_HM5.0_0.2_rep7,21.0,2.0,43.0,252.0,580.0,10.0,1294.0,2202.0
rule1_vs_rule2_HM5.0_0.2_rep8,21.0,1.0,33.0,267.0,594.0,8.0,1265.0,2189.0
rule1_vs_rule2_HM5.0_0.2_rep9,28.0,1.0,20.0,232.0,593.0,9.0,1149.0,2032.0
rule1_vs_rule2_HM5.0_0.5_rep1,37.0,1.0,26.0,231.0,590.0,18.0,1180.0,2083.0
rule1_vs_rule2_HM5.0_0.5_rep10,24.0,1.0,20.0,219.0,576.0,17.0,1227.0,2084.0
rule1_vs_rule2_HM5.0_0.5_rep2,35.0,1.0,30.0,240.0,612.0,7.0,1182.0,2107.0
rule1_vs_rule2_HM5.0_0.5_rep3,24.0,1.0,22.0,248.0,610.0,15.0,1190.0,2110.0
rule1_vs_rule2_HM5.0_0.5_rep4,29.0,1.0,25.0,240.0,596.0,12.0,1229.0,2132.0
rule1_vs_rule2_HM5.0_5.0_rep1,54.0,1.0,30.0,225.0,584.0,52.0,1130.0,2076.0
rule1_vs_rule2_HM5.0_5.0_rep10,19.0,1.0,17.0,247.0,544.0,52.0,1196.0,2076.0
rule1_vs_rule2_HM5.0_5.0_rep2,39.0,1.0,19.0,229.0,549.0,52.0,1185.0,2074.0
rule1_vs_rule2_HM5.0_5.0_rep3,30.0,1.0,15.0,236.0,563.0,49.0,1171.0,2065.0
rule1_vs_rule2_HM5.0_5.0_rep4,38.0,1.0,19.0,237.0,596.0,49.0,1168.0,2108.0
rule1_vs_rule2_HM5.0_5.0_rep5,37.0,1.0,20.0,236.0,569.0,38.0,1215.0,2116.0
rule1_vs_rule2_HM5.0_5.0_rep6,26.0,1.0,19.0,256.0,563.0,44.0,1159.0,2068.0
rule1_vs_rule2_HM5.0_5.0_rep7,36.0,1.0,19.0,225.0,548.0,56.0,1143.0,2028.0
rule1_vs_rule2_HM5.0_5.0_rep8,32.0,1.0,19.0,209.0,556.0,38.0,1200.0,2055.0
rule1_vs_rule2_HM5.0_5.0_rep9,35.0,1.0,16.0,227.0,615.0,54.0,1161.0,2109.0
rule1_vs_rule3_HM0.2_0.2_rep1,9.0,2.0,7.0,281.0,180.0,342.0,1556.0,2377.0
rule1_vs_rule3_HM0.2_0.2_rep10,4.0,2.0,1.0,298.0,155.0,327.0,1601.0,2388.0
rule1_vs_rule3_HM0.2_0.2_rep2,14.0,2.0,2.0,308.0,140.0,356.0,1560.0,2382.0
rule1_vs_rule3_HM0.2_0.2_rep3,12.0,2.0,10.0,294.0,190.0,351.0,1607.0,2466.0
rule1_vs_rule3_HM0.2_0.2_rep4,7.0,2.0,1.0,312.0,190.0,336.0,1561.0,2409.0
rule1_vs_rule3_HM0.2_0.2_rep5,11.0,2.0,7.0,307.0,191.0,400.0,1461.0,2379.0
rule1_vs_rule3_HM0.2_0.2_rep6,6.0,2.0,,297.0,137.0,376.0,1633.0,2451.0
rule1_vs_rule3_HM0.2_2.0_rep2,310.0,1.0,19.0,223.0,313.0,294.0,871.0,2031.0
rule1_vs_rule3_HM0.2_2.0_rep3,258.0,,14.0,230.0,273.0,325.0,849.0,1949.0
rule1_vs_rule3_HM0.2_2.0_rep4,268.0,1.0,16.0,230.0,282.0,319.0,926.0,2042.0
rule1_vs_rule3_HM0.2_2.0_rep5,321.0,1.0,20.0,234.0,285.0,289.0,864.0,2014.0
rule1_vs_rule3_HM0.2_2.0_rep6,343.0,,14.0,235.0,279.0,370.0,807.0,2048.0
rule1_vs_rule3_HM0.2_2.0_rep7,273.0,1.0,16.0,212.0,255.0,326.0,880.0,1963.0
rule1_vs_rule3_HM0.2_2.0_rep8,296.0,1.0,17.0,242.0,292.0,309.0,908.0,2065.0
rule1_vs_rule3_HM0.2_2.0_rep9,312.0,1.0,14.0,243.0,263.0,324.0,865.0,2022.0
rule1_vs_rule3_HM0.2_5.0_rep1,1546.0,,,215.0,17.0,265.0,25.0,2068.0
rule1_vs_rule3_HM0.2_5.0_rep10,1904.0,,,218.0,44.0,160.0,5.0,2331.0
rule1_vs_rule3_HM0.2_5.0_rep2,1789.0,,1.0,207.0,37.0,176.0,1.0,2211.0
rule1_vs_rule3_HM0.2_5.0_rep3,1676.0,,,205.0,31.0,175.0,,2087.0
rule1_vs_rule3_HM0.2_5.0_rep4,1556.0,,,222.0,31.0,248.0,3.0,2060.0
rule1_vs_rule3_HM0.2_5.0_rep5,1763.0,,,215.0,24.0,189.0,13.0,2204.0
rule1_vs_rule3_HM0.2_5.0_rep6,1719.0,,,209.0,38.0,198.0,25.0,2189.0
rule1_vs_rule3_HM0.2_5.0_rep7,1571.0,,,201.0,29.0,249.0,36.0,2086.0
rule1_vs_rule3_HM0.2_5.0_rep8,1360.0,,1.0,209.0,22.0,332.0,38.0,1962.0
rule1_vs_rule3_HM0.2_5.0_rep9,1923.0,,,198.0,25.0,157.0,,2303.0
rule1_vs_rule3_HM0.5_0.2_rep1,7.0,2.0,19.0,286.0,393.0,179.0,1422.0,2308.0
rule1_vs_rule3_HM0.5_0.2_rep10,6.0,2.0,15.0,285.0,316.0,222.0,1479.0,2325.0
rule1_vs_rule3_HM0.5_0.2_rep2,22.0,2.0,9.0,296.0,309.0,172.0,1479.0,2289.0
rule1_vs_rule3_HM0.5_0.2_rep3,9.0,2.0,13.0,281.0,336.0,230.0,1532.0,2403.0
rule1_vs_rule3_HM0.5_0.2_rep4,8.0,2.0,9.0,308.0,340.0,195.0,1461.0,2323.0
rule1_vs_rule3_HM0.5_2.0_rep1,803.0,,8.0,201.0,603.0,109.0,275.0,1999.0
rule1_vs_rule3_HM0.5_2.0_rep10,869.0,,4.0,202.0,683.0,107.0,164.0,2029.0
rule1_vs_rule3_HM0.5_2.0_rep2,876.0,,4.0,194.0,707.0,90.0,154.0,2025.0
rule1_vs_rule3_HM0.5_2.0_rep3,1114.0,,4.0,193.0,666.0,92.0,84.0,2153.0
rule1_vs_rule3_HM0.5_2.0_rep4,913.0,,5.0,193.0,686.0,103.0,166.0,2066.0
rule1_vs_rule3_HM0.5_2.0_rep5,903.0,,4.0,219.0,681.0,74.0,212.0,2093.0
rule1_vs_rule3_HM0.5_2.0_rep6,762.0,,2.0,205.0,679.0,106.0,285.0,2039.0
rule1_vs_rule3_HM0.5_2.0_rep7,538.0,,8.0,217.0,576.0,120.0,461.0,1920.0
rule1_vs_rule3_HM0.5_2.0_rep8,1155.0,,4.0,199.0,641.0,104.0,103.0,2206.0
rule1_vs_rule3_HM0.5_2.0_rep9,790.0,,5.0,198.0,691.0,79.0,282.0,2045.0
rule1_vs_rule3_HM0.5_5.0_rep1,3064.0,,,181.0,38.0,21.0,,3304.0
rule1_vs_rule3_HM0.5_5.0_rep10,3187.0,,,177.0,53.0,13.0,,3430.0
rule1_vs_rule3_HM0.5_5.0_rep2,3207.0,,1.0,188.0,45.0,10.0,,3451.0
rule1_vs_rule3_HM0.5_5.0_rep3,3164.0,,,186.0,54.0,18.0,,3422.0
rule1_vs_rule3_HM0.5_5.0_rep4,3066.0,,,201.0,38.0,11.0,,3316.0
rule1_vs_rule3_HM0.5_5.0_rep5,3205.0,,,182.0,37.0,13.0,,3437.0
rule1_vs_rule3_HM0.5_5.0_rep6,3212.0,,,189.0,48.0,15.0,,3464.0
rule1_vs_rule3_HM2.0_0.5_rep2,7.0,2.0,19.0,278.0,538.0,42.0,1375.0,2261.0
rule1_vs_rule3_HM2.0_0.5_rep3,20.0,2.0,26.0,283.0,534.0,39.0,1412.0,2316.0
rule1_vs_rule3_HM2.0_0.5_rep4,24.0,2.0,51.0,250.0,590.0,31.0,1389.0,2337.0
rule1_vs_rule3_HM2.0_0.5_rep5,20.0,2.0,23.0,289.0,528.0,43.0,1352.0,2257.0
rule1_vs_rule3_HM2.0_0.5_rep6,19.0,2.0,22.0,292.0,563.0,46.0,1373.0,2317.0
rule1_vs_rule3_HM2.0_0.5_rep7,18.0,2.0,23.0,286.0,579.0,54.0,1373.0,2335.0
rule1_vs_rule3_HM2.0_0.5_rep8,13.0,2.0,26.0,288.0,526.0,28.0,1362.0,2245.0
rule1_vs_rule3_HM2.0_0.5_rep9,16.0,2.0,25.0,278.0,583.0,34.0,1433.0,2371.0
rule1_vs_rule3_HM2.0_2.0_rep1,1417.0,,1.0,175.0,905.0,8.0,1.0,2507.0
rule1_vs_rule3_HM2.0_2.0_rep10,1578.0,,3.0,165.0,861.0,9.0,2.0,2618.0
rule1_vs_rule3_HM2.0_2.0_rep2,1448.0,,3.0,154.0,837.0,11.0,,2453.0
rule1_vs_rule3_HM2.0_2.0_rep3,1440.0,,2.0,167.0,875.0,14.0,5.0,2503.0
rule1_vs_rule3_HM2.0_2.0_rep4,1542.0,,2.0,164.0,864.0,12.0,10.0,2594.0
rule1_vs_rule3_HM2.0_2.0_rep5,1010.0,,2.0,197.0,907.0,35.0,57.0,2208.0
rule1_vs_rule3_HM2.0_2.0_rep6,1533.0,,,173.0,980.0,7.0,,2693.0
rule1_vs_rule3_HM2.0_2.0_rep7,1305.0,,2.0,185.0,938.0,19.0,,2449.0
rule1_vs_rule3_HM2.0_2.0_rep8,1531.0,,2.0,166.0,840.0,22.0,23.0,2584.0
rule1_vs_rule3_HM2.0_2.0_rep9,1356.0,,2.0,183.0,914.0,9.0,9.0,2473.0
rule1_vs_rule3_HM2.0_5.0_rep1,4884.0,,,153.0,40.0,4.0,,5081.0
rule1_vs_rule3_HM2.0_5.0_rep10,4560.0,,,180.0,51.0,3.0,,4794.0
rule1_vs_rule3_HM2.0_5.0_rep2,4964.0,,,160.0,52.0,6.0,,5182.0
rule1_vs_rule3_HM2.0_5.0_rep3,4749.0,,,169.0,46.0,3.0,,4967.0
rule1_vs_rule3_HM2.0_5.0_rep4,4461.0,,,180.0,56.0,3.0,,4700.0
rule1_vs_rule3_HM5.0_0.5_rep1,15.0,2.0,42.0,255.0,578.0,19.0,1364.0,2275.0
rule1_vs_rule3_HM5.0_0.5_rep10,13.0,2.0,25.0,287.0,568.0,33.0,1389.0,2317.0
rule1_vs_rule3_HM5.0_0.5_rep2,18.0,2.0,25.0,267.0,536.0,26.0,1427.0,2301.0
rule1_vs_rule3_HM5.0_0.5_rep3,16.0,2.0,21.0,288.0,527.0,28.0,1392.0,2274.0
rule1_vs_rule3_HM5.0_0.5_rep4,16.0,2.0,41.0,254.0,561.0,14.0,1362.0,2250.0
rule1_vs_rule3_HM5.0_0.5_rep5,13.0,2.0,14.0,290.0,553.0,44.0,1373.0,2289.0
rule1_vs_rule3_HM5.0_0.5_rep6,12.0,3.0,27.0,260.0,557.0,36.0,1395.0,2290.0
rule1_vs_rule3_HM5.0_0.5_rep7,16.0,2.0,28.0,268.0,545.0,22.0,1355.0,2236.0
rule1_vs_rule3_HM5.0_0.5_rep8,19.0,2.0,23.0,285.0,591.0,25.0,1367.0,2312.0
rule1_vs_rule3_HM5.0_0.5_rep9,10.0,2.0,24.0,268.0,609.0,28.0,1354.0,2295.0
rule1_vs_rule3_HM5.0_2.0_rep1,1673.0,,,168.0,950.0,9.0,,2800.0
rule1_vs_rule3_HM5.0_2.0_rep10,1593.0,,1.0,175.0,1006.0,10.0,,2785.0
rule1_vs_rule3_HM5.0_2.0_rep2,1307.0,,2.0,171.0,947.0,18.0,6.0,2451.0
rule1_vs_rule3_HM5.0_2.0_rep3,1545.0,,,154.0,870.0,8.0,3.0,2580.0
rule1_vs_rule3_HM5.0_2.0_rep4,1566.0,,,173.0,934.0,9.0,1.0,2683.0
rule1_vs_rule3_HM5.0_2.0_rep5,1612.0,,1.0,167.0,893.0,12.0,,2685.0
rule1_vs_rule3_HM5.0_2.0_rep6,1349.0,,,186.0,950.0,8.0,,2493.0
rule1_vs_rule4_HM0.2_0.2_rep2,21.0,2.0,25.0,264.0,217.0,292.0,1563.0,2384.0
rule1_vs_rule4_HM0.2_0.2_rep3,37.0,2.0,17.0,284.0,231.0,300.0,1511.0,2382.0
rule1_vs_rule4_HM0.2_0.2_rep4,34.0,1.0,14.0,283.0,224.0,304.0,1436.0,2296.0
rule1_vs_rule4_HM0.2_0.2_rep5,30.0,2.0,19.0,284.0,253.0,266.0,1509.0,2363.0
rule1_vs_rule4_HM0.2_0.2_rep6,30.0,2.0,17.0,295.0,207.0,298.0,1450.0,2299.0
rule1_vs_rule4_HM0.2_0.2_rep7,20.0,2.0,19.0,291.0,204.0,280.0,1541.0,2357.0
rule1_vs_rule4_HM0.2_0.2_rep8,25.0,2.0,26.0,285.0,202.0,259.0,1449.0,2248.0
rule1_vs_rule4_HM0.2_0.2_rep9,39.0,2.0,19.0,289.0,192.0,316.0,1509.0,2366.0
rule1_vs_rule4_HM0.2_0.5_rep1,39.0,2.0,23.0,274.0,202.0,328.0,1521.0,2389.0
rule1_vs_rule4_HM0.2_0.5_rep10,37.0,2.0,25.0,279.0,236.0,313.0,1469.0,2361.0
rule1_vs_rule4_HM0.2_0.5_rep2,49.0,1.0,12.0,246.0,169.0,297.0,1367.0,2141.0
rule1_vs_rule4_HM0.2_0.5_rep3,31.0,2.0,12.0,305.0,203.0,307.0,1488.0,2348.0
rule1_vs_rule4_HM0.2_0.5_rep4,34.0,2.0,11.0,248.0,201.0,315.0,1405.0,2216.0
rule1_vs_rule4_HM0.2_0.5_rep5,37.0,1.0,12.0,242.0,219.0,303.0,1394.0,2208.0
rule1_vs_rule4_HM0.2_0.5_rep6,45.0,2.0,18.0,284.0,204.0,295.0,1465.0,2313.0
rule1_vs_rule4_HM0.2_0.5_rep7,31.0,2.0,20.0,292.0,221.0,302.0,1504.0,2372.0
rule1_vs_rule4_HM0.2_0.5_rep8,30.0,2.0,18.0,272.0,226.0,323.0,1459.0,2330.0
rule1_vs_rule4_HM0.2_0.5_rep9,48.0,1.0,15.0,234.0,289.0,262.0,1335.0,2184.0
rule1_vs_rule4_HM0.2_2.0_rep1,23.0,1.0,24.0,273.0,213.0,357.0,1459.0,2350.0
rule1_vs_rule4_HM0.2_2.0_rep10,38.0,1.0,12.0,246.0,216.0,305.0,1342.0,2160.0
rule1_vs_rule4_HM0.2_2.0_rep2,43.0,1.0,7.0,267.0,225.0,340.0,1398.0,2281.0
rule1_vs_rule4_HM0.2_2.0_rep3,47.0,1.0,8.0,260.0,170.0,364.0,1401.0,2251.0
rule1_vs_rule4_HM0.2_2.0_rep4,56.0,1.0,6.0,235.0,259.0,354.0,1330.0,2241.0
rule1_vs_rule4_HM0.5_0.2_rep1,32.0,3.0,35.0,276.0,428.0,123.0,1435.0,2332.0
rule1_vs_rule4_HM0.5_0.2_rep10,45.0,2.0,37.0,243.0,434.0,116.0,1387.0,2264.0
rule1_vs_rule4_HM0.5_0.2_rep2,48.0,1.0,31.0,232.0,451.0,97.0,1323.0,2183.0
rule1_vs_rule4_HM0.5_0.2_rep3,26.0,3.0,34.0,272.0,443.0,103.0,1371.0,2252.0
rule1_vs_rule4_HM0.5_0.2_rep4,35.0,2.0,29.0,277.0,386.0,128.0,1446.0,2303.0
rule1_vs_rule4_HM0.5_0.2_rep5,30.0,2.0,34.0,258.0,407.0,117.0,1382.0,2230.0
rule1_vs_rule4_HM0.5_0.2_rep6,29.0,2.0,46.0,261.0,424.0,80.0,1424.0,2266.0
rule1_vs_rule4_HM0.5_0.2_rep7,32.0,2.0,24.0,263.0,403.0,128.0,1446.0,2298.0
rule1_vs_rule4_HM0.5_0.2_rep8,26.0,2.0,25.0,285.0,430.0,114.0,1414.0,2296.0
rule1_vs_rule4_HM0.5_0.2_rep9,39.0,2.0,29.0,242.0,415.0,118.0,1391.0,2236.0
rule1_vs_rule4_HM0.5_0.5_rep1,26.0,1.0,21.0,255.0,444.0,100.0,1286.0,2133.0
rule1_vs_rule4_HM0.5_0.5_rep10,35.0,1.0,23.0,261.0,459.0,103.0,1312.0,2194.0
rule1_vs_rule4_HM0.5_0.5_rep2,50.0,1.0,24.0,245.0,478.0,101.0,1279.0,2178.0
rule1_vs_rule4_HM0.5_0.5_rep3,31.0,1.0,26.0,237.0,430.0,111.0,1346.0,2182.0
rule1_vs_rule4_HM0.5_0.5_rep4,23.0,1.0,24.0,251.0,408.0,129.0,1288.0,2124.0
rule1_vs_rule4_HM0.5_0.5_rep5,23.0,1.0,21.0,236.0,494.0,103.0,1315.0,2193.0
rule1_vs_rule4_HM0.5_0.5_rep6,43.0,2.0,33.0,279.0,386.0,133.0,1381.0,2257.0
rule1_vs_rule4_HM0.5_5.0_rep2,26.0,1.0,8.0,237.0,429.0,129.0,1215.0,2045.0
rule1_vs_rule4_HM0.5_5.0_rep3,37.0,1.0,17.0,231.0,498.0,89.0,1154.0,2027.0
rule1_vs_rule4_HM0.5_5.0_rep4,34.0,1.0,18.0,235.0,497.0,87.0,1154.0,2026.0
rule1_vs_rule4_HM0.5_5.0_rep5,33.0,1.0,15.0,241.0,449.0,108.0,1200.0,2047.0
rule1_vs_rule4_HM0.5_5.0_rep6,43.0,1.0,17.0,241.0,459.0,143.0,1156.0,2060.0
rule1_vs_rule4_HM0.5_5.0_rep7,51.0,1.0,20.0,238.0,496.0,92.0,1167.0,2065.0
rule1_vs_rule4_HM0.5_5.0_rep8,70.0,1.0,16.0,240.0,487.0,105.0,1173.0,2092.0
rule1_vs_rule4_HM0.5_5.0_rep9,38.0,1.0,16.0,233.0,487.0,113.0,1150.0,2038.0
rule1_vs_rule4_HM2.0_0.2_rep1,23.0,2.0,45.0,260.0,489.0,23.0,1418.0,2260.0
rule1_vs_rule4_HM2.0_0.2_rep10,29.0,2.0,28.0,287.0,501.0,37.0,1396.0,2280.0
rule1_vs_rule4_HM2.0_0.2_rep2,27.0,2.0,33.0,276.0,545.0,30.0,1420.0,2333.0
rule1_vs_rule4_HM2.0_0.2_rep3,41.0,2.0,59.0,236.0,533.0,23.0,1321.0,2215.0
rule1_vs_rule4_HM2.0_0.2_rep4,31.0,2.0,41.0,264.0,562.0,15.0,1419.0,2334.0
rule1_vs_rule4_HM2.0_0.2_rep5,22.0,2.0,37.0,270.0,556.0,30.0,1416.0,2333.0
rule1_vs_rule4_HM2.0_0.2_rep6,25.0,2.0,47.0,262.0,500.0,24.0,1406.0,2266.0
rule1_vs_rule4_HM2.0_0.2_rep7,26.0,2.0,47.0,247.0,547.0,16.0,1381.0,2266.0
rule1_vs_rule4_HM2.0_0.2_rep8,34.0,2.0,49.0,284.0,502.0,18.0,1372.0,2261.0
rule1_vs_rule4_HM2.0_0.2_rep9,24.0,2.0,29.0,281.0,543.0,23.0,1321.0,2223.0
rule1_vs_rule4_HM2.0_0.5_rep1,12.0,1.0,16.0,256.0,561.0,42.0,1287.0,2175.0
rule1_vs_rule4_HM2.0_0.5_rep10,21.0,2.0,38.0,270.0,546.0,35.0,1293.0,2205.0
rule1_vs_rule4_HM2.0_0.5_rep2,23.0,2.0,36.0,283.0,530.0,25.0,1319.0,2218.0
rule1_vs_rule4_HM2.0_0.5_rep3,26.0,2.0,41.0,261.0,505.0,23.0,1317.0,2175.0
rule1_vs_rule4_HM2.0_0.5_rep4,27.0,1.0,26.0,245.0,524.0,26.0,1258.0,2107.0
rule1_vs_rule4_HM2.0_5.0_rep1,20.0,1.0,22.0,225.0,593.0,37.0,1128.0,2026.0
rule1_vs_rule4_HM2.0_5.0_rep10,39.0,1.0,19.0,229.0,629.0,29.0,1081.0,2027.0
rule1_vs_rule4_HM2.0_5.0_rep2,45.0,1.0,16.0,221.0,614.0,23.0,1124.0,2044.0
rule1_vs_rule4_HM2.0_5.0_rep3,28.0,1.0,8.0,230.0,642.0,25.0,1103.0,2037.0
rule1_vs_rule4_HM2.0_5.0_rep4,32.0,1.0,12.0,231.0,583.0,27.0,1178.0,2064.0
rule1_vs_rule4_HM2.0_5.0_rep5,39.0,1.0,18.0,225.0,601.0,27.0,1129.0,2040.0
